test,mean0,mean1,mean2,mean3,mean4,mean5,mean6,mean7,mean8,mean9,mean10,mean11,mean12,mean13,mean14,mean15,mean16,mean17,mean18,mean19
793,72.42391304,71.39423358,63.00880435,63.00880435,65.18152174,66.86772093,69.90716279,63.83974194,62.16806867,68.08021759,72.54209174,63.52503704,67.17590123,67.75508537,68.47588415,65.63848649,68.47588415,68.16857895,66.42217219,68.16857895
794,74.62971014,72.59941606,64.92784783,64.92784783,67.16673913,63.39990698,66.28172093,64.71604032,61.68930472,68.62453241,70.36844037,65.15064815,68.89493827,70.50286585,71.25289634,66.12010811,71.25289634,68.22605263,68.71486093,68.22605263
795,74.5826087,68.63576642,64.88686957,64.88686957,67.12434783,66.29316279,69.30648837,63.7031129,61.97535193,66.98990278,72.07750459,66.64146296,70.4714321,70.81810976,71.5714939,65.32572973,71.5714939,67.26230409,68.77944371,67.26230409
796,76.83913043,70.60441606,66.85004348,66.85004348,69.15521739,67.10511628,70.15534884,64.93242742,62.28597854,68.4437963,70.97702752,62.91603704,66.53190123,69.4700122,70.20905488,66.19502703,70.20905488,67.69176023,69.34423841,67.69176023
797,72.27681159,71.79087591,62.88082609,62.88082609,65.04913043,63.54827907,66.43683721,63.03245161,61.38687124,66.90480093,71.72168807,64.97074074,68.70469136,70.05521951,70.8004878,67.99427027,70.8004878,67.97593567,66.97782781,67.97593567
798,74.30434783,72.38306569,64.64478261,64.64478261,66.87391304,65.71093023,68.6977907,65.12731452,62.94036052,68.16868981,72.36022018,65.34559259,69.10108642,70.0437561,70.78890244,65.60281081,70.78890244,68.35430409,69.07737748,68.35430409
799,74.68985507,68.34729927,64.98017391,64.98017391,67.22086957,67.38088372,70.44365116,62.88923387,60.44572961,68.71932407,70.52388991,64.43907407,68.14246914,70.68685366,71.43884146,62.39081081,71.43884146,67.14788889,69.92121854,67.14788889
800,76.58913043,70.94627737,66.63254348,66.63254348,68.93021739,64.04148837,66.95246512,64.43515323,62.22933906,66.82180556,72.30429358,64.6307963,68.34520988,69.10662195,69.84179878,63.99740541,69.84179878,68.03553801,67.21361589,68.03553801
801,72.25507246,71.67645985,62.86191304,62.86191304,65.02956522,65.57995349,68.56086047,63.66358065,61.67541202,68.43663426,70.60491743,65.31068519,69.06417284,70.56935366,71.32009146,66.79794595,71.32009146,68.34791813,68.42423841,68.34791813
802,74.40797101,72.20277372,64.73493478,64.73493478,66.96717391,66.18572093,69.19416279,64.65951613,61.89306438,66.95156481,71.63581651,65.75535185,69.53439506,71.40732927,72.16698171,65.76810811,72.16698171,66.88340351,69.18643709,66.88340351
803,75.52391304,68.31886861,65.70580435,65.70580435,67.97152174,65.07037209,68.02811628,63.83627419,62.50754936,68.26980093,72.36638532,63.04224074,66.66535802,67.57167073,68.29051829,67.03459459,68.29051829,68.14995322,69.59952318,68.14995322
804,76.18913043,70.93726277,66.28454348,66.28454348,68.57021739,65.60451163,68.58653488,64.03670968,61.12255365,68.62411111,70.81673394,65.27631481,69.02782716,70.68857317,71.44057927,66.264,71.44057927,69.0147193,66.38744371,69.0147193
805,71.93768116,71.40463504,62.58578261,62.58578261,64.74391304,65.76567442,68.75502326,64.66575806,63.18864807,66.73965278,72.08190826,66.52653704,70.34990123,71.97304878,72.73871951,67.34140541,72.73871951,65.96382456,69.25711258,65.96382456
806,74.70507246,72.39554745,64.99341304,64.99341304,67.23456522,68.4972973,71.61081081,63.56579032,60.47244635,68.5120463,70.67669725,62.88059259,66.49441975,68.14656098,68.87152439,62.73686486,68.87152439,68.33780702,69.24309934,68.33780702
807,75.00652174,68.46934307,65.25567391,65.25567391,67.50586957,64.38274419,69.61404651,65.05865323,62.08578112,67.214875,72.0933578,65.32518519,69.07950617,70.15609756,70.90243902,63.44324324,70.90243902,69.51122807,68.36148344,69.51122807
808,76.23478261,71.04751825,66.32426087,66.32426087,68.61130435,66.43181395,66.86527907,63.14723387,61.61734764,67.93655556,72.12594495,64.96107407,68.69446914,70.11139024,70.8572561,66.34248649,70.8572561,65.62749708,67.85456954,65.62749708
809,71.83478261,70.98788321,62.49626087,62.49626087,64.65130435,66.32130233,68.54588372,65.26914516,61.93474249,68.58872222,70.78502752,64.71403704,68.43323457,70.63354878,71.38496951,66.25448649,71.38496951,67.89930409,68.84829139,67.89930409
810,74.90652174,72.56682482,65.16867391,65.16867391,67.41586957,64.21083721,70.24948837,62.65897581,62.39106438,67.01391667,72.27346789,64.4422963,68.14587654,69.42989024,70.1685061,65.88227027,70.1685061,69.16748734,70.50855629,69.16748734
811,75.12173913,68.16492701,65.35591304,65.35591304,67.60956522,65.64032558,66.57751163,64.76875,61.55928326,68.26390278,70.34950459,65.3412963,69.09654321,70.48567073,71.23551829,65.72054054,71.23551829,65.73020468,66.38988079,68.34791813
812,75.74275362,71.18551095,65.89619565,65.89619565,68.16847826,67.14502326,68.90532558,63.14723387,62.80250215,67.25658333,72.05768807,65.74890741,69.52758025,71.05368293,71.80957317,68.59005405,71.80957317,68.26117544,68.8074702,66.88340351
813,71.92318841,71.39007299,62.57317391,62.57317391,64.73086957,63.34567442,70.41851163,64.70216935,60.70862232,67.91296296,72.12462385,63.16038889,66.7902963,68.15859756,68.88368902,63.79405405,68.88368902,69.56710526,68.59422517,68.14995322
814,75.40797101,72.27558394,65.60493478,65.60493478,67.86717391,66.23483721,66.37051163,63.79084677,62.07153219,68.90258796,71.01005505,65.35955556,69.11585185,70.57680488,71.32762195,63.60735135,71.32762195,66.0000117,69.47340397,69.0147193
815,74.73913043,68.13718978,65.02304348,65.02304348,67.26521739,67.37423256,69.06953488,64.30962097,61.39185837,66.67814352,72.63412844,66.39657407,70.21246914,71.99769512,72.76362805,65.21037838,72.76362805,67.92059064,67.11369536,65.96382456
816,76.21521739,71.69448905,66.30723913,66.30723913,68.59369565,63.43265116,69.43272093,64.19969355,62.30093991,68.23651852,69.81754128,63.01055556,66.63185185,67.52352439,68.24185976,66.176,68.24185976,68.50118129,68.9293245,68.33780702
817,71.76594203,70.94558394,62.43636957,62.43636957,64.58934783,65.93297674,67.63016279,63.88378226,62.2592618,67.26669444,72.54561468,65.23335185,68.98239506,70.39339024,71.1422561,65.81210811,71.1422561,67.16225731,70.39584106,69.51122807
818,75.37826087,72.5030292,65.57908696,65.57908696,67.84043478,66.77460465,68.75127907,64.68552419,61.44778541,68.10970833,71.76968807,64.80103704,68.52523457,70.97917073,71.73426829,65.65394595,71.73426829,67.75295906,66.74325828,65.62749708
819,74.66594203,68.09974453,64.95936957,64.95936957,67.19934783,64.27939535,69.00481395,63.68681452,62.9432103,68.77240741,70.74055046,65.01209259,68.74841975,69.24303659,69.97966463,68.56983784,69.97966463,67.94932749,68.79284768,67.89930409
820,75.55,71.82554745,65.7285,65.7285,67.995,65.93297674,67.89172093,64.94387097,60.36949785,66.646125,73.03618349,64.42887037,68.13167901,69.95090244,70.69506098,64.73708108,70.69506098,67.89823977,68.80929801,69.69376023
821,72.28913043,70.68416058,62.89154348,62.89154348,65.06021739,65.94525581,68.83739535,62.92148387,62.28099142,68.159,69.54143119,65.39338889,69.15162963,70.53954878,71.28996951,63.15427027,71.28996951,67.3767193,69.61353642,66.23948538
822,75.47028986,71.91222628,65.65915217,65.65915217,67.92326087,65.10209302,68.51165116,65.22025,61.32061373,67.40024537,72.64249541,65.79724074,69.57869136,70.54470732,71.29518293,63.87848649,71.29518293,68.24201754,66.0730596,67.95252047
823,74.85289855,68.82854015,65.12202174,65.12202174,67.3676087,65.54567442,69.05830233,62.95546774,62.23147639,68.10043981,71.6626789,62.71035185,66.31439506,68.93008537,69.66338415,66.60767568,69.66338415,68.46020468,69.08468874,68.61293567
824,75.46449275,71.33390511,65.6541087,65.6541087,67.91804348,65.62344186,67.90455814,64.29748387,62.31412017,68.86719907,71.16286239,65.47609259,69.23908642,70.35842683,71.10692073,65.32572973,71.10692073,66.76792398,69.65070199,66.93768421
825,72.47463768,71.07456204,63.05293478,63.05293478,65.22717391,66.15297674,68.77802326,63.66912903,61.25435622,66.68235648,72.81820183,66.40355556,70.21985185,71.94152439,72.70685976,67.39372973,72.70685976,68.60867836,68.19576159,67.99083626
826,75.31884058,71.77354015,65.5273913,65.5273913,67.78695652,64.87493023,69.17330233,64.74829032,63.01267382,67.97784259,69.74311927,63.1475,66.77666667,67.52982927,68.24823171,65.9227027,68.24823171,68.67094152,68.29811921,67.76573099
827,75.15,68.72313869,65.3805,65.3805,67.635,66.04348837,67.61625581,63.80367742,60.8635794,67.52958333,72.20741284,65.07707407,68.8171358,70.65246341,71.40408537,67.804,71.40408537,66.32197076,69.0621457,68.41656725
828,74.85144928,71.69379562,65.12076087,65.12076087,67.36630435,65.83372093,69.17116279,64.00966129,62.25249356,68.01912963,71.37115596,64.76237037,68.48434568,70.95853659,71.71341463,62.43481081,71.71341463,67.85247368,69.86699338,67.02921637
829,73.31884058,71.16540146,63.7873913,63.7873913,65.98695652,64.856,69.69695349,64.67408065,61.11008584,68.91227778,71.42091743,65.44601852,69.20728395,69.34162195,70.07929878,64.15794595,70.07929878,69.39894152,66.05782781,68.24574269
830,74.51884058,71.54470803,64.8313913,64.8313913,67.06695652,66.15451163,66.5357907,63.60358871,62.49579399,66.72954167,73.04322936,64.24466667,67.93688889,69.9125,70.65625,66.8252973,70.65625,65.73765497,69.14744371,68.3292924
831,75.9557971,68.83131387,66.08154348,66.08154348,68.36021739,66.50344186,68.72613953,65.06073387,61.65938197,67.83375926,69.83163303,65.36975926,69.12664198,70.22659756,70.97368902,65.0212973,70.97368902,68.21860234,68.82635762,66.84561988
832,74.41521739,71.4129562,64.74123913,64.74123913,66.97369565,63.93097674,70.56453488,63.18572581,61.73133906,67.62732407,71.88550459,65.83107407,69.61446914,70.59056098,71.34152439,66.11891892,71.34152439,69.61925731,69.18460927,68.3292924
833,73.08478261,71.36441606,63.58376087,63.58376087,65.77630435,65.64646512,66.23304651,65.13841129,62.92753648,67.84513426,71.57548624,62.50788889,66.1002963,68.86302439,69.59560976,65.59210811,69.59560976,65.62696491,67.64863576,68.91999415
834,74.75072464,71.69864964,65.03313043,65.03313043,67.27565217,67.13325581,69.05455814,62.79456452,60.78129185,69.1595787,71.2306789,65.38372222,69.14140741,71.01585366,71.77134146,69.23221622,71.77134146,68.35802924,68.44556291,65.83770175
835,75.57536232,68.98178832,65.75056522,65.75056522,68.01782609,63.62093023,70.40406977,64.59189516,62.32017597,66.59219907,73.00976147,66.5302963,70.35387654,71.1482561,71.90515244,63.30410811,71.90515244,68.47297661,70.87168212,68.23190643
836,74.05362319,71.25138686,64.42665217,64.42665217,66.64826087,65.97339535,66.29509302,63.30432258,61.00464378,67.75792593,69.96638532,63.16146296,66.7914321,67.63128049,68.3507622,63.45394595,68.3507622,67.14150292,66.34235762,69.71238596
837,73.98985507,71.68894161,64.37117391,64.37117391,66.59086957,67.33893023,69.05081395,64.68448387,62.65039485,67.69641667,71.83001835,64.92938889,68.66096296,70.85536585,71.60914634,65.59091892,71.60914634,67.56084795,68.66246358,65.42367836
838,74.67173913,70.99551095,64.96441304,64.96441304,67.20456522,63.51655814,69.32895349,63.8106129,61.60024893,67.79921296,71.53673394,65.04431481,68.78249383,71.74034146,72.50353659,66.02021622,72.50353659,68.30215205,68.85803974,68.05203509
839,76.2384058,69.60934307,66.32741304,66.32741304,68.61456522,65.91097674,67.62427907,64.31898387,61.6105794,69.13135185,71.48609174,65.33538889,69.0902963,68.22508537,68.95088415,65.74194595,68.95088415,67.72102924,69.32291391,69.76453801
840,73.11666667,70.72784672,63.6115,63.6115,65.805,66.64260465,68.69832558,64.05404839,62.8694721,66.63348611,72.95955963,64.10557407,67.78980247,70.27646341,71.02408537,66.05351351,71.02408537,67.62364327,67.04606623,66.04524561
841,74.00434783,72.03635036,64.38378261,64.38378261,66.60391304,64.64162791,69.02995349,64.03150806,60.74638197,67.93824074,69.82811009,65.44118519,69.20217284,70.11826829,70.86420732,68.58172973,70.86420732,68.08822222,68.87936424,67.87695322
842,74.42101449,70.8450365,64.74628261,64.74628261,66.97891304,65.79023256,68.21532558,64.6706129,62.46373391,67.58519444,72.00704587,65.72796296,69.5054321,70.31429268,71.06231707,63.99859459,71.06231707,68.31918129,70.10095364,68.41550292
843,76.94275362,69.38605839,66.94019565,66.94019565,69.24847826,65.96776744,68.5662093,63.66843548,60.92021888,67.78193981,71.376,62.54655556,66.14118519,69.62247561,70.36314024,63.66443243,70.36314024,67.04730994,67.20752318,67.33733918
844,72.33550725,71.26109489,62.9318913,62.9318913,65.10195652,64.95474419,68.57797674,64.96294355,62.63258369,69.07700463,71.3799633,65.62646296,69.39809877,70.48796341,71.23783537,64.43502703,71.23783537,68.48308772,68.34929801,67.77477778
845,74.55507246,71.53777372,64.86291304,64.86291304,67.09956522,65.64237209,69.2364186,62.92495161,61.6244721,66.70931944,73.00007339,66.52062963,70.34365432,71.05007407,71.6145625,66.63978378,71.80592593,68.21061988,69.1626755,68.0797076
846,74.79565217,70.96638686,65.07221739,65.07221739,67.31608696,65.58711628,67.89493023,65.13633065,61.57923176,67.97784259,70.17379817,63.02988889,66.6522963,70.0907561,70.86420732,65.18302703,70.83640244,66.39860234,69.70431788,67.98657895
847,76.57173913,69.55386861,66.61741304,66.61741304,68.91456522,66.1667907,68.77427907,63.04216129,63.08106867,67.49250926,71.75427523,64.72692593,68.4468642,71.01012195,71.06231707,67.00724324,71.76554878,68.30055556,66.37708609,67.28146199
848,72.22898551,71.15846715,62.83921739,62.83921739,65.00608696,64.79613953,69.03423256,64.23575806,60.74246352,67.94835185,71.36895413,65.42077778,69.18059259,68.66814634,70.36314024,66.09513514,69.39865854,69.40479532,69.22482119,68.35004678
849,74.26521739,71.53569343,64.61073913,64.61073913,66.83869565,65.98567442,67.56116279,63.70692742,62.61299142,68.87857407,71.34077064,65.2935,69.046,70.66564634,71.23783537,67.11308108,71.41740854,65.42527485,69.20715232,68.08875439
850,75.42826087,70.41927007,65.62258696,65.62258696,67.88543478,66.13865116,68.95774419,64.73545968,60.73427039,66.76872222,73.0533578,64.08731481,67.77049383,71.4440122,71.82347561,63.04605405,72.20405488,68.4261462,68.34137748,67.04784211
851,76.10507246,70.24175182,66.21141304,66.21141304,68.49456522,64.68051163,69.79644186,63.79916935,62.49472532,68.00269907,70.09056881,65.36438889,69.12096296,67.80265854,68.91786585,63.80475676,68.52396341,69.63415789,67.96301987,68.36228655
852,72.0557971,70.91437956,62.68854348,62.68854348,64.85021739,66.15553488,66.63260465,63.94446774,61.69001717,67.61215741,71.83882569,65.59262963,69.36232099,70.56935366,71.23262195,67.10118919,71.32009146,65.65463743,68.79345695,68.97693567
853,74.66376812,72.24645985,64.95747826,64.95747826,67.1973913,66.66869767,68.97325581,64.66610484,61.84105579,67.70020833,71.28704587,62.77372222,66.38140741,71.25257317,72.54234756,65.30313514,72.01057927,68.30108772,70.57496689,65.77277778
854,75.52608696,69.54485401,65.70769565,65.70769565,67.97347826,63.63013953,70.44953488,63.58867742,62.52571674,69.0003287,71.61555963,65.44011111,69.20103704,69.00345122,68.47646341,65.96551351,69.73753049,68.61133918,66.09986755,67.97593567
855,75.74492754,70.20361314,65.89808696,65.89808696,68.17043478,65.69865116,66.11804651,65.10928226,61.2924721,66.64064815,72.81820183,65.93140268,69.72056376,70.10795122,71.12198171,65.87513514,70.85378049,66.88659649,69.0962649,69.71345029
856,72.02826087,71.13905109,62.66458696,62.66458696,64.82543478,67.51851163,69.07648837,63.24120968,62.68387983,68.02881944,70.35170642,65.5937037,67.76879012,70.11597561,71.94570122,68.99556757,70.86189024,67.90036842,68.49917881,65.53383626
857,75.06521739,72.72492701,65.30673913,65.30673913,67.55869565,63.4004186,70.2125814,65.05379839,60.57824464,67.67450926,71.55787156,64.46055556,68.46617284,70.63010976,69.79719512,63.17091892,71.3814939,68.19997661,69.50813245,68.28884795
858,74.78985507,68.82437956,65.06717391,65.06717391,67.31086957,66.0752093,66.93053488,62.91246774,62.15524464,67.7604537,71.3826055,64.43961111,68.87506173,69.14043902,70.83929878,63.65848649,69.87597561,67.70187135,67.21117881,69.49952047
859,76.26086957,70.96430657,66.34695652,66.34695652,68.63478261,67.17418605,68.62451163,64.56207258,61.87454077,69.12292593,71.74678899,65.23066667,69.28962963,70.735,70.78426829,65.45297297,71.4875,67.44430409,68.91531126,66.02449123
860,71.69057971,70.58708029,62.37080435,62.37080435,64.52152174,63.46181395,69.23855814,63.2866371,61.93901717,66.39292593,72.46899083,65.80637037,67.3888642,71.01814634,71.77134146,65.736,71.77365854,68.18880117,70.25631788,67.78648538
861,74.94927536,73.02310219,65.20586957,65.20586957,67.45434783,66.11255814,67.89867442,64.69003226,62.37432189,68.09369907,70.41555963,63.44018519,68.98182716,67.70693902,69.59966463,65.54572973,68.42722561,68.26117544,66.7085298,68.70553216
862,74.85724638,68.66835766,65.12580435,65.12580435,67.37152174,66.35455814,68.29876744,63.84043548,61.35303004,67.64923148,72.05592661,65.13077778,70.01938272,70.78429268,71.22509146,66.13318919,71.53731707,67.16757895,68.88606623,67.33042105
863,76.4615942,71.0690146,66.52158696,66.52158696,68.81543478,64.68306977,69.0625814,64.32522581,62.78682833,67.74107407,71.04352294,66.49431481,66.25987654,71.88134146,72.35466463,69.08951351,72.64603659,68.16857895,68.83549669,67.66089474
864,71.81449275,70.84087591,62.4786087,62.4786087,64.63304348,65.72934884,68.54481395,63.91637903,60.69722318,69.19159722,71.62877064,62.7662037,69.12493827,68.28526829,68.4729878,63.47891892,69.01170732,68.59909942,69.65131126,68.05576023
865,75.5057971,72.72562044,65.69004348,65.69004348,67.95521739,66.0347907,68.21586047,64.09739516,62.13636481,66.28086111,72.50113761,65.04001852,69.31064198,70.39740244,71.21871951,63.54194595,71.14631098,66.44117544,66.01578808,67.91633333
866,74.40289855,68.78554745,64.73052174,64.73052174,66.9626087,65.03046512,68.85451163,64.65084677,61.6105794,68.23693981,70.46620183,65.58511111,67.90451852,70.04891463,71.94917683,64.98205405,70.79411585,68.22179532,69.08468874,67.33201754
867,75.91956522,70.51843066,66.05002174,66.05002174,68.3276087,65.79790698,69.06204651,63.69062903,61.95932189,67.65260185,72.21754128,64.35475926,68.724,70.05808537,69.83948171,66.92756757,70.80338415,69.25366082,69.66166887,68.08715789
868,72.21014493,70.92131387,62.82282609,62.82282609,64.98913043,65.6004186,67.95644186,65.0361129,62.38465236,67.62521759,70.59478899,64.57601852,68.57464198,69.69641463,70.78484756,65.05578378,70.43786585,65.32363158,68.17321854,68.63475439
869,74.98913043,73.2200365,65.24054348,65.24054348,67.49021739,66.17906977,68.9342093,62.89374194,61.32560086,69.38960648,71.70011009,65.37137037,69.09938272,70.59056098,70.85609756,66.20335135,71.34152439,68.77364912,68.26704636,66.73226901
870,74.87608696,68.35145985,65.14219565,65.14219565,67.38847826,64.78795349,69.01925581,65.11066935,62.96885837,66.3621713,72.42583486,65.41057407,67.39454321,70.69946341,71.50371951,66.93232432,71.45158537,69.56497661,69.1967947,68.61133918
871,75.64782609,70.65572993,65.8136087,65.8136087,68.08304348,65.90330233,67.27981395,63.00956452,60.5408412,68.07179167,70.84755963,63.43911111,69.0471358,68.74437805,69.75606707,67.36281081,69.47570122,65.53436842,69.82860927,68.70127485
872,72.14347826,71.59116788,62.76482609,62.76482609,64.92913043,65.98362791,68.9475814,64.3158629,62.13565236,67.68799074,72.06737615,65.27631481,70.33797531,70.20309756,71.60045732,61.73437838,70.94993902,68.11961988,65.97374834,66.11602339
873,75.67898551,72.29430657,65.84071739,65.84071739,68.11108696,64.71888372,69.87132558,63.6736371,61.67576824,67.52831944,70.56924771,66.54103704,66.15367901,71.85153659,71.68560976,64.67167568,72.61591463,69.01418713,69.13891391,67.75508772
874,74.69782609,68.66974453,64.9871087,64.9871087,67.22804348,66.02148837,66.74653488,64.71916129,61.77372961,69.40266667,72.07001835,62.91925926,68.98920988,67.8347561,68.45676829,66.70756757,68.55640244,66.74078363,68.9250596,69.82254386
875,75.56304348,70.74656934,65.73984783,65.73984783,68.00673913,66.72190698,69.15672093,63.77073387,62.54103433,66.48518981,72.09688073,65.17212963,69.28849383,70.51089024,71.55179878,65.61589189,71.2610061,67.95837427,69.14561589,65.50297076
876,72.60507246,71.5620438,63.16641304,63.16641304,65.34456522,63.66339535,70.2484186,63.99128226,61.30351502,68.00480556,70.96733945,65.17105556,67.8982716,70.63354878,72.63676829,66.70281081,71.38496951,68.21860234,67.58649007,68.22977778
877,74.67173913,72.4329927,64.96441304,64.96441304,67.20456522,65.9304186,66.22234884,64.67304032,62.94392275,67.67071759,72.13915596,64.5105,68.62802469,69.4992439,68.99606707,65.75740541,70.23859756,67.20536257,68.54304636,69.53996491
878,75.91521739,68.28489051,66.04623913,66.04623913,68.32369565,67.30260465,68.86413953,63.51758871,60.65875107,67.50346296,70.42700917,64.54487037,68.63824691,69.98357317,71.17237805,67.77664865,70.72807927,67.97167836,70.84792053,66.14582456
879,74.6115942,71.19591241,64.91208696,64.91208696,67.15043478,63.40911628,70.40086047,65.04755645,62.1531073,69.4334213,72.12638532,65.36331481,69.38787654,70.27531707,70.7860061,63.53956757,71.02292683,67.86045614,66.29361589,67.82692982
880,73.23913043,71.09952555,63.71804348,63.71804348,65.91521739,65.99130233,66.723,63.29253226,61.62055365,66.40893519,72,65.80744444,67.35535802,70.6507439,70.89317073,63.01394595,71.40234756,68.36494737,68.66368212,68.48149123
881,74.76304348,72.17711679,65.04384783,65.04384783,67.28673913,67.26474419,68.6057907,65.1113629,62.83954936,68.02460648,70.97746789,62.92785185,68.79214815,68.98510976,70.34807927,66.39837838,69.7189939,67.18194737,68.85682119,67.33042105
882,75.39202899,68.53521898,65.59106522,65.59106522,67.85282609,63.93455814,69.33644186,62.96275,60.94729185,67.8287037,72.60638532,65.45192593,70.66395062,70.55559756,71.3814939,66.35437838,71.30618902,68.18614035,69.34911258,67.67526316
883,74.68478261,71.31448905,64.97576087,64.97576087,67.21630435,65.66795349,68.10246512,64.54785484,62.67069957,67.58477315,70.01790826,66.42664815,65.88960494,71.4910122,71.41625,64.61697297,72.25155488,68.27607602,67.05459603,67.87854971
884,73.11956522,71.17164234,63.61402174,63.61402174,65.8076087,66.18827907,68.40093023,63.27103226,60.65055794,69.14104167,72.40645872,62.86716667,69.21125926,67.74476829,69.50176829,66.31275676,68.46545732,66.64552632,68.8458543,67.98232164
885,75.13985507,72.38237226,65.37167391,65.37167391,67.62586957,64.99362791,68.76518605,64.69280645,62.55599571,66.49909259,71.74370642,65.34612963,69.15844444,70.30454878,71.06868902,69.05978378,71.05246951,68.16166082,70.20087417,67.44536842
886,75.47608696,67.94718978,65.66419565,65.66419565,67.92847826,65.40088372,68.56674419,63.87407258,61.66579399,68.03935185,70.81100917,64.86548148,67.95279012,71.69907317,72.46414634,63.64897297,72.46182927,69.27973684,67.13136424,68.06746784
887,73.62101449,71.46288321,64.05028261,64.05028261,66.25891304,66.04297674,68.33567442,64.34845968,61.64691416,67.78193981,73.02693578,64.86011111,68.52466667,68.8039878,68.55640244,63.76432432,69.53594512,65.49392398,68.20307285,68.55812281
888,74.08115942,71.36164234,64.4506087,64.4506087,66.67304348,65.54260465,68.85665116,63.81997581,62.67461803,67.63195833,69.49651376,64.5207037,68.69276543,70.02942683,71.22045732,65.11286486,70.77442073,68.73214035,69.33631788,66.66468421
889,74.66014493,72.03427007,64.95432609,64.95432609,67.19413043,65.29088372,69.03369767,64.05612903,61.16245064,69.07616204,72.65042202,65.23764815,69.25782716,70.19335366,71.65085366,65.956,70.94009146,69.29038012,69.71162914,68.65976608
890,76.50942029,68.29251825,66.56319565,66.56319565,68.85847826,65.76209302,67.90348837,64.65015323,62.86662232,66.52605556,71.69262385,65.89444444,67.55355556,70.73442683,69.9657622,65.33881081,71.48692073,65.60780702,66.31615894,68.62943275
891,72.60362319,71.27357664,63.16515217,63.16515217,65.34326087,66.12125581,68.87055814,63.79292742,60.55509013,68.11560648,71.0932844,62.96974074,68.55362963,69.19718293,70.7147561,66.88951351,69.93332317,68.4011345,69.05849007,66.29908772
892,74.48550725,71.06693431,64.8023913,64.8023913,67.03695652,65.00948837,69.12195349,64.99207258,62.20974678,68.51794444,72.81291743,65.37835185,70.64293827,70.79117073,71.01945122,67.14875676,71.54426829,69.12221637,69.43319205,67.92644444
893,74.59492754,72.89551095,64.89758696,64.89758696,67.13543478,65.87516279,67.36806977,62.94402419,61.6782618,67.09606944,69.81137615,66.48464815,66.09177778,70.92758537,71.60393293,66.25091892,71.68213415,66.36933333,68.24023841,69.37712281
894,76.81231884,68.07478102,66.82671739,66.82671739,69.13108696,66.04451163,68.91602326,65.13841129,62.01346781,68.3414213,72.16513761,62.90368519,69.12607407,67.70808537,69.54,62.54897297,68.42838415,68.22871345,68.07695364,65.83823392
895,72.25869565,71.71321168,62.86506522,62.86506522,65.03282609,64.39962791,70.03767442,62.93154032,62.2699485,66.86519907,71.39845872,65.21455556,69.35720988,70.71321951,71.39134146,63.7667027,71.4654878,68.2015731,68.77578808,68.26862573
896,74.36231884,70.79372263,64.69521739,64.69521739,66.92608696,65.98362791,66.31488372,64.37550806,61.3523176,68.22261574,71.54686239,64.82305556,67.72619753,71.88821951,72.18030488,67.17016216,72.6529878,67.15906433,70.60116556,69.52346784
897,74.64637681,72.22288321,64.94234783,64.94234783,67.18173913,66.79660465,69.31130233,63.59387903,62.91506867,68.48297685,72.89262385,65.04861111,68.47923457,68.19126829,68.5535061,65.49102703,68.91670732,68.03766667,65.82143046,65.66740936
898,76.73478261,68.26131387,66.75926087,66.75926087,69.06130435,63.89567442,70.16337209,64.76840323,60.633103,67.18917593,69.8840367,64.52553704,69.1822963,70.42720732,71.16079268,67.00486486,71.17643293,67.80830409,69.37592053,68.3175848
899,72.16014493,71.66813869,62.77932609,62.77932609,64.94413043,66.02711628,66.42613953,63.70172581,62.10252361,68.26727315,71.87581651,65.31874074,69.04940741,70.2139878,72.24344512,65.70389189,70.96094512,68.43572515,68.40656954,68.39421637
900,74.38695652,70.98788321,64.71665217,64.71665217,66.94826087,67.28367442,68.66462791,64.0283871,61.69144206,66.89890278,71.56447706,65.75964815,67.16624691,69.87696341,69.60835366,67.70291892,70.62033537,67.1271345,69.35459603,67.21174854
901,75.66376812,72.07726277,65.82747826,65.82747826,68.0973913,63.22953488,70.58539535,64.69835484,61.96965236,68.14299074,71.16726606,62.61046296,68.75693827,69.82939024,70.81902439,63.29340541,70.5722561,68.11961988,67.436,67.64439766
902,76.26956522,68.53591241,66.35452174,66.35452174,68.6426087,65.9687907,66.76472093,63.57445968,62.3821588,68.61779167,73.07053211,65.47072222,70.55604938,70.42892683,70.90939024,63.04486486,71.17817073,68.27607602,68.81417219,68.21594152
903,71.76376812,71.24861314,62.43447826,62.43447826,64.5873913,67.25604651,68.60793023,65.02779032,61.18311159,67.12008333,69.89680734,66.43631481,66.3337037,70.95509756,71.42551829,66.10345946,71.70993902,66.53802924,70.30871523,67.74976608
904,74.95869565,71.25346715,65.21406522,65.21406522,67.46282609,63.90795349,69.23588372,63.19231452,63.12417167,68.432,72.08366972,63.1662963,68.9085679,68.57643902,69.90088415,66.83837838,69.30597561,68.20529825,66.59642384,67.51135673
905,74.72318841,71.8109854,65.00917391,65.00917391,67.25086957,65.65567442,68.10460465,65.16164516,60.51697425,66.92249537,71.29409174,65.04162963,69.51451852,70.11712195,71.53615854,65.07718919,70.86304878,69.31911696,68.80137748,68.16645029
906,76.21376812,68.49430657,66.30597826,66.30597826,68.5923913,66.26706977,68.41162791,63.01129839,62.09967382,67.9424537,71.54730275,64.77472222,67.84091358,71.95528049,71.72731707,65.95718919,72.7207622,65.61845029,69.00487417,68.29416959
